taxon,common_name,functional_group,commercial_group,group,weights,confidence,evidence,explanation
Gnathanodon speciosus,Golden trevally,Large reef assoc. fish (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Epinephelus malabaricus,Malabar grouper,Large reef assoc. fish (>=90 cm),Perch-likes,Adult groupers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Adult groupers by this family or explicitly names Epinephelus malabaricus; dedicated source placement overrides the SAU class Large reef assoc. fish (>=90 cm).
Hyporhamphus,Sea garfishes,Small reef assoc. fish (<30 cm),Other fishes & inverts,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Makaira mazara,Indo-Pacific blue marlin,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Northern continental-shelf model lacks a documented oceanic billfish or deep-pelagic compartment; assigning coastal juvenile/adult pelagic SPPR would be unsupported.
Hyporhamphus sajori,Japanese halfbeak,Medium pelagics (30 - 89 cm),Other fishes & inverts,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Carcharhinus longimanus,Oceanic whitetip shark,Large sharks (>=90 cm),Sharks & rays,Pelagic sharks and rays,,medium,habitat_size_guild,"Pelagic shark lineage matches the pelagic elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Ambassidae,Asiatic glassfishes,Small demersals (<30 cm),Perch-likes,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Gazza minuta,Toothpony,Small demersals (<30 cm),Perch-likes,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Aluterus,Aluterid filefishes,Large reef assoc. fish (>=90 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Hemitriakis japanica,Japanese topeshark,Large sharks (>=90 cm),Sharks & rays,Demersal sharks and rays,,medium,habitat_size_guild,"Demersal/benthic ray or houndshark lineage matches the demersal elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Echinodermata,"Sea urchins, stars, cucumbers",Other demersal invertebrates,Other fishes & inverts,Echinoderms,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Dasyatidae,Whiptail stingrays,Large rays (>=90 cm),Sharks & rays,Demersal sharks and rays,,medium,habitat_size_guild,"Demersal/benthic ray or houndshark lineage matches the demersal elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Chanos chanos,Milkfish,Large benthopelagics (>=90 cm),Other fishes & inverts,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Sphyraena obtusata,Obtuse barracuda,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Parupeneus barberinus,Dash-and-dot goatfish,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Psettodidae,"Turbots, Indian halibuts",Small to medium flatfishes (<90 cm),Flatfishes,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,low,composite_split,"Flatfishes are demersal, but SAU <90 cm band does not distinguish the source <=30 cm species pool from >30 cm juvenile/adult fish; all three residual demersal pools remain candidates."
Panulirus,Spiny lobsters,"Lobsters, crabs",Crustaceans,Benthic crustaceans,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Rhincodon typus,Whale shark,Large sharks (>=90 cm),Sharks & rays,Pelagic sharks and rays,,medium,habitat_size_guild,"Pelagic shark lineage matches the pelagic elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Cheilopogon unicolor,Limpidwing flyingfish,Medium pelagics (30 - 89 cm),Other fishes & inverts,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Mizuhopecten yessoensis,Yesso scallop,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Evynnis tumifrons,Yellowback seabream,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Ephippidae,"Spade-, batfishes, scats",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Mola mola,Ocean sunfish,Large pelagics (>=90 cm),Other fishes & inverts,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Latidae,Lates perches,Large demersals (>=90 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Ranina ranina,Kona crab ,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Ozius guttatus,Spottedbelly rock crab,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Sphyraena barracuda,Great barracuda,Large pelagics (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Melicertus canaliculatus,Witch prawn,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Seriola dumerili,Greater amberjack,Large reef assoc. fish (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Labridae,"Wrasses, gropers, tuskfishes",Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Octopus,"Octopuses, pikas",Cephalopods,Other fishes & inverts,Cephalopods,,high,taxonomic_containment,"Cephalopoda is contained by the single source Cephalopods group, Appendix 6.1.8 pp.326-327."
Plotosidae,Eeltail catfishes,Medium reef assoc. fish (30 - 89 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Alopias,Thresher sharks,Large sharks (>=90 cm),Sharks & rays,Pelagic sharks and rays,,medium,habitat_size_guild,"Pelagic shark lineage matches the pelagic elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Elops machnata,Tenpounder,Large pelagics (>=90 cm),Other fishes & inverts,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Pellona ditchela,Indian pellona,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Chaetodontidae,Butterflyfishes,Small reef assoc. fish (<30 cm),Perch-likes,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Congridae,"Conger, garden eels",Large demersals (>=90 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Lethrinus miniatus,Trumpet emperor,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Scylla,Mud crabs,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Hemitrygon akajei,Whip stingray,Large rays (>=90 cm),Sharks & rays,Demersal sharks and rays,,medium,habitat_size_guild,"Demersal/benthic ray or houndshark lineage matches the demersal elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Lepidocybium flavobrunneum,Escolar,Large bathypelagics (>=90 cm),Perch-likes,Unresolved,,unresolved,none,Northern continental-shelf model lacks a documented oceanic billfish or deep-pelagic compartment; assigning coastal juvenile/adult pelagic SPPR would be unsupported.
Charybdis feriatus,Crucifix crab,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Encrasicholina punctifer,Buccaneer anchovy,Small pelagics (<30 cm),Anchovies,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Spongia,Bathing sponges,Other demersal invertebrates,Other fishes & inverts,Sessile/other invertebrates,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Amusium pleuronectes,Asian moon scallop,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Scatophagus argus,Spotted scat,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Podophthalmus vigil,Periscope crab,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Drepane punctata,Spotted sicklefish,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Charybdis anisodon,Twospined arm swimming crab,"Lobsters, crabs",Crustaceans,Crabs,,high,taxonomic_containment,"Source benthic crustaceans exclude shrimps and crabs (Appendix 6.1.5 p.324); lobsters remain in that residual, while true crabs use Crabs."
Beryx,Alfonsinos,Medium benthopelagics (30 - 89 cm),Other fishes & inverts,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Magallana gigas,Pacific cupped oyster,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Sillago sihama,Silver sillago,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Pteriomorphia,"Clams, cockles, arkshells",Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Metapenaeus ensis,Greasyback shrimp,Shrimps,Crustaceans,Shrimps,,high,taxonomic_containment,Stomatopods belong to the residual benthic crustaceans; other shrimp taxa belong to Shrimps after the explicitly separated Acetes records (Appendix 6.1 pp.323-326).
Macolor,Snappers,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Snappers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Snappers by this family or explicitly names Macolor; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Haliotis,Abalones,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Berycidae,"Alfonsinos, redfishes",Medium benthopelagics (30 - 89 cm),Other fishes & inverts,Benthopelagic fish,,low,habitat_size_guild,"Analyst habitat match to final-table Benthopelagic fish. Appendix 6.1.21-22 pp.337-338 separately describes small and large pools, but only one survives in the authoritative table; its size composition remains uncertain."
Makaira,Blue marlins,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Northern continental-shelf model lacks a documented oceanic billfish or deep-pelagic compartment; assigning coastal juvenile/adult pelagic SPPR would be unsupported.
Lutjanus bohar,Two-spot red snapper,Medium reef assoc. fish (30 - 89 cm),Perch-likes,Snappers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Snappers by this family or explicitly names Lutjanus bohar; dedicated source placement overrides the SAU class Medium reef assoc. fish (30 - 89 cm).
Pomadasys argenteus,Silver grunt,Medium demersals (30 - 89 cm),Perch-likes,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Caranx sexfasciatus,Bigeye trevally,Large reef assoc. fish (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference: pelagic carangid lineage, excluding source dedicated stocks; unaged >30 cm records span juvenile/adult large pelagics (Appendix 6.1.23-24). Family-level Carangidae also includes the small pool."
Spratelloides,Round herrings,Small reef assoc. fish (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Nibea albiflora,Yellow drum,Medium benthopelagics (30 - 89 cm),Perch-likes,Juvenile large croakers | Croakers (> 30 cm),model_catch,low,composite_split,Appendix 6.1.17-18 pp.333-335 separates small-species croakers and two large-croaker stanzas; Larimichthys crocea is explicitly large. For other sciaenids the candidate set uses SAU size only as inference; model_catch avoids an invented stage allocation.
Bramidae,Pomfrets,Medium pelagics (30 - 89 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Anguilliformes,"Eels, morays",Large demersals (>=90 cm),Other fishes & inverts,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),model_catch,medium,composite_split,Analyst habitat/size inference: SAU medium/large demersal or reef-associated fish matches source >30 cm residual demersal pool after dedicated taxa were excluded (Appendix 6.1.20 pp.336-337); unaged catch uses model_catch across stanzas.
Crassostrea,Cupped oysters,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Hippocampus,Seahorses,Small reef assoc. fish (<30 cm),Other fishes & inverts,Demesral fish (≤ 30 cm),,medium,habitat_size_guild,"Analyst habitat/size inference: small demersal or reef-associated fish after excluding dedicated taxonomic groups, matching Appendix 6.1.19 <=30 cm residual demersal pool."
Holothuriidae,Fleshy sea cucumbers,Other demersal invertebrates,Other fishes & inverts,Echinoderms,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Isurus oxyrinchus,Shortfin mako,Large sharks (>=90 cm),Sharks & rays,Pelagic sharks and rays,,medium,habitat_size_guild,"Pelagic shark lineage matches the pelagic elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Amblygaster sirm,Spotted sardinella,Small pelagics (<30 cm),Herring-likes,Pelagic fish (≤ 30 cm),,medium,habitat_size_guild,"Source small-pelagic pool explicitly includes sardines, thryssa and anchovies (Appendix 6.1.23 p.338); extension to the catch lineage uses SAU size as a proxy and is not a full species list."
Lampris guttatus,Opah,Large bathypelagics (>=90 cm),Other fishes & inverts,Unresolved,,unresolved,none,Northern continental-shelf model lacks a documented oceanic billfish or deep-pelagic compartment; assigning coastal juvenile/adult pelagic SPPR would be unsupported.
Pectinidae,Scallops,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Gymnosarda unicolor,Dogtooth tuna,Large reef assoc. fish (>=90 cm),Tuna & billfishes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Tenualosa toli,Toli shad,Medium pelagics (30 - 89 cm),Herring-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Sphyrna,Hammerhead sharks,Large sharks (>=90 cm),Sharks & rays,Pelagic sharks and rays,,medium,habitat_size_guild,"Pelagic shark lineage matches the pelagic elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Ostreidae,True oysters,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Tripneustes gratilla,Shortspine urchin,Other demersal invertebrates,Other fishes & inverts,Echinoderms,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Lutjanus argentimaculatus,Mangrove red snapper,Large reef assoc. fish (>=90 cm),Perch-likes,Snappers,,high,taxonomic_containment,Appendix 6.1 pp.327-335 defines Snappers by this family or explicitly names Lutjanus argentimaculatus; dedicated source placement overrides the SAU class Large reef assoc. fish (>=90 cm).
Pomatomus saltatrix,Bluefish,Large pelagics (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Sphyraena jello,Pickhandle barracuda,Large reef assoc. fish (>=90 cm),Perch-likes,Juvenile large pelagic fish | Pelagic fish (> 30 cm),model_catch,medium,composite_split,"Analyst habitat/size inference to source >30 cm pelagic fish (Appendix 6.1.24 p.339); no age data, so split juvenile/adult using the period model catch."
Echinozoa,Sea urchins and sea cucumbers,Other demersal invertebrates,Other fishes & inverts,Echinoderms,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Tetrapturus angustirostris,Shortbill spearfish,Large pelagics (>=90 cm),Tuna & billfishes,Unresolved,,unresolved,none,Northern continental-shelf model lacks a documented oceanic billfish or deep-pelagic compartment; assigning coastal juvenile/adult pelagic SPPR would be unsupported.
Sphyrna lewini,Scalloped hammerhead,Large sharks (>=90 cm),Sharks & rays,Pelagic sharks and rays,,medium,habitat_size_guild,"Pelagic shark lineage matches the pelagic elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
Trochus niloticus,Commercial top,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Holothuroidea,Sea cucumbers,Other demersal invertebrates,Other fishes & inverts,Echinoderms,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Pinctada,Mother of pearl oysters,Other demersal invertebrates,Molluscs,Non-ceph molluscs,,high,taxonomic_containment,"Taxonomic containment in the source benthos subdivision (Appendix 6.1.5 pp.324-325), keeping non-cephalopod molluscs separate from echinoderms and sessile invertebrates."
Carcharhinus amblyrhynchos,Blacktail reef shark,Large sharks (>=90 cm),Sharks & rays,Demersal sharks and rays,,medium,habitat_size_guild,Reef-associated shark inferred to the demersal rather than pelagic elasmobranch pool (Appendix 6.1.25 p.340).
Sphyrnidae,"Hammer, bonnet, scoophead sharks",Large sharks (>=90 cm),Sharks & rays,Pelagic sharks and rays,,medium,habitat_size_guild,"Pelagic shark lineage matches the pelagic elasmobranch definition, Appendix 6.1.25 p.340; species placement is analyst inference."
